time,id,sentvn,mypparent,pparentrank,children,sentDIS,sentDIO,generatedDAO,forwardedDAO,generatedNPDAO,forwardedNPDAO,ttlsent,receivedDIS,receivedDIO,receivedDAO,ttlrcvd,total_energy,attack
120.96,8,240 ,1 ,256 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,9 ,0 ,12 ,1 ,13,142 , 0 
121.078,11,240 ,5 ,823 ,0 ,1 ,4 ,3 ,2 ,1 ,1 ,12 ,1 ,16 ,4 ,21,193 , 0 
121.124,2,240 ,1 ,256 ,0 ,1 ,5 ,4 ,16 ,0 ,1 ,27 ,0 ,23 ,18 ,41,159 , 0 
121.138,6,240 ,2 ,512 ,0 ,1 ,6 ,5 ,5 ,1 ,1 ,19 ,1 ,15 ,6 ,22,336 , 0 
121.214,18,240 ,19 ,512 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,7 ,1 ,13 ,0 ,14,115 , 0 
121.236,4,240 ,19 ,512 ,0 ,1 ,5 ,2 ,0 ,1 ,0 ,9 ,1 ,11 ,0 ,12,121 , 0 
121.289,7,240 ,16 ,933 ,0 ,1 ,5 ,6 ,0 ,1 ,0 ,13 ,0 ,13 ,0 ,13,155 , 0 
121.337,14,240 ,1 ,256 ,0 ,1 ,5 ,4 ,2 ,0 ,0 ,12 ,1 ,20 ,2 ,23,133 , 0 
121.35,15,240 ,11 ,1049 ,0 ,1 ,7 ,2 ,1 ,3 ,1 ,15 ,1 ,9 ,2 ,12,234 , 0 
121.359,20,240 ,5 ,829 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,9 ,2 ,8 ,0 ,10,163 , 0 
121.36,16,240 ,2 ,512 ,0 ,1 ,8 ,5 ,5 ,2 ,0 ,21 ,0 ,14 ,5 ,19,333 , 0 
121.459,10,240 ,14 ,649 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,9 ,1 ,8 ,0 ,9,130 , 0 
121.481,12,240 ,5 ,829 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,8 ,2 ,12 ,0 ,14,149 , 0 
121.596,9,240 ,5 ,823 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,10 ,1 ,18 ,2 ,21,204 , 0 
121.603,5,240 ,13 ,558 ,0 ,1 ,4 ,5 ,12 ,1 ,1 ,24 ,1 ,23 ,14 ,38,258 , 0 
121.606,19,240 ,1 ,256 ,0 ,1 ,5 ,4 ,4 ,0 ,0 ,14 ,1 ,26 ,4 ,31,133 , 0 
121.696,17,240 ,6 ,1263 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,9 ,0 ,13 ,0 ,13,128 , 0 
121.771,13,240 ,1 ,256 ,0 ,1 ,5 ,4 ,17 ,1 ,1 ,29 ,0 ,12 ,19 ,31,191 , 0 
121.786,3,240 ,1 ,256 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,9 ,0 ,9 ,0 ,9,112 , 0 
240.959,8,240 ,1 ,256 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,81 , 0 
241.077,11,240 ,5 ,863 ,0 ,0 ,3 ,1 ,2 ,0 ,0 ,6 ,0 ,9 ,2 ,11,87 , 0 
241.123,2,240 ,1 ,256 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,8 ,3 ,11,85 , 0 
241.137,6,240 ,2 ,512 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,5 ,1 ,6,73 , 0 
241.213,18,240 ,19 ,512 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,9 ,1 ,10,79 , 0 
241.235,4,240 ,19 ,531 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,3 ,0 ,3,73 , 0 
241.289,7,240 ,16 ,993 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,5 ,0 ,5,65 , 0 
241.337,14,240 ,1 ,256 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,4 ,2 ,6,75 , 0 
241.349,15,240 ,11 ,1193 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,3 ,0 ,3,74 , 0 
241.359,20,240 ,5 ,863 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,7 ,0 ,7,81 , 0 
241.36,16,240 ,2 ,512 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,5 ,1 ,6,72 , 0 
241.443,10,240 ,14 ,635 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,60 , 0 
241.481,12,240 ,18 ,790 ,0 ,0 ,6 ,2 ,0 ,1 ,0 ,9 ,0 ,7 ,0 ,7,116 , 0 
241.595,9,240 ,5 ,863 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,8 ,0 ,8,84 , 0 
241.602,5,240 ,13 ,529 ,0 ,0 ,2 ,1 ,6 ,1 ,1 ,11 ,0 ,14 ,7 ,21,101 , 0 
241.606,19,240 ,1 ,256 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,5 ,0 ,9 ,2 ,11,75 , 0 
241.696,17,240 ,6 ,1168 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,67 , 0 
241.771,13,240 ,1 ,256 ,0 ,0 ,2 ,0 ,7 ,1 ,1 ,11 ,0 ,6 ,9 ,15,80 , 0 
241.786,3,240 ,1 ,256 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,67 , 0 
360.96,8,240 ,1 ,256 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,203 , 0 
361.077,11,240 ,5 ,825 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,7 ,0 ,7,264 , 0 
361.123,2,240 ,1 ,256 ,0 ,0 ,2 ,1 ,8 ,0 ,1 ,12 ,0 ,4 ,9 ,13,241 , 0 
361.138,6,240 ,2 ,512 ,0 ,0 ,1 ,2 ,1 ,0 ,1 ,5 ,0 ,6 ,2 ,8,420 , 0 
361.213,18,240 ,19 ,512 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,188 , 0 
361.235,4,240 ,19 ,531 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,178 , 0 
361.289,7,240 ,16 ,930 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,10 ,0 ,10,231 , 0 
361.337,14,240 ,1 ,256 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,192 , 0 
361.35,15,240 ,11 ,1193 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,6,295 , 0 
361.359,20,240 ,5 ,825 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,240 , 0 
361.36,16,240 ,2 ,512 ,0 ,0 ,3 ,1 ,4 ,0 ,0 ,8 ,0 ,11 ,4 ,15,453 , 0 
361.443,10,240 ,14 ,635 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0,190 , 0 
361.481,12,240 ,18 ,787 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,220 , 0 
361.595,9,240 ,16 ,913 ,0 ,0 ,6 ,2 ,0 ,1 ,0 ,9 ,0 ,4 ,0 ,4,319 , 0 
361.602,5,240 ,13 ,529 ,0 ,0 ,2 ,0 ,2 ,1 ,1 ,6 ,0 ,6 ,3 ,9,352 , 0 
361.606,19,240 ,1 ,256 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,5 ,1 ,6,197 , 0 
361.696,17,240 ,16 ,949 ,0 ,0 ,5 ,2 ,0 ,1 ,0 ,8 ,0 ,4 ,0 ,4,223 , 0 
361.771,13,240 ,1 ,256 ,0 ,0 ,2 ,1 ,2 ,1 ,1 ,7 ,0 ,3 ,4 ,7,276 , 0 
361.786,3,240 ,1 ,256 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,2 ,0 ,2,185 , 0 
480.96,8,243 ,1 ,256 ,0 ,0 ,6 ,2 ,3 ,2 ,2 ,15 ,0 ,11 ,6 ,17,254 , 0 
481.078,11,242 ,9 ,1685 ,0 ,0 ,5 ,2 ,3 ,2 ,1 ,13 ,0 ,13 ,6 ,19,328 , 0 
481.123,2,250 ,1 ,256 ,0 ,0 ,8 ,3 ,3 ,4 ,3 ,21 ,0 ,13 ,15 ,28,388 , 0 
481.138,6,250 ,2 ,512 ,0 ,0 ,5 ,2 ,4 ,4 ,3 ,18 ,0 ,15 ,8 ,23,370 , 0 
481.214,18,243 ,19 ,512 ,0 ,0 ,4 ,2 ,1 ,3 ,1 ,11 ,0 ,10 ,3 ,13,276 , 0 
481.235,4,243 ,19 ,512 ,0 ,0 ,8 ,4 ,0 ,4 ,0 ,16 ,0 ,8 ,0 ,8,388 , 0 
481.289,7,253 ,16 ,65535 ,0 ,0 ,7 ,0 ,0 ,1 ,0 ,8 ,0 ,11 ,13 ,24,204 , 1 
481.337,14,251 ,1 ,256 ,0 ,0 ,7 ,3 ,2 ,5 ,2 ,19 ,0 ,12 ,6 ,18,359 , 0 
481.35,15,250 ,7 ,1429 ,0 ,0 ,5 ,1 ,0 ,2 ,0 ,8 ,0 ,11 ,0 ,11,218 , 0 
481.359,20,243 ,5 ,768 ,0 ,0 ,4 ,4 ,0 ,5 ,0 ,13 ,0 ,9 ,0 ,9,358 , 0 
481.36,16,250 ,2 ,512 ,0 ,0 ,7 ,5 ,0 ,7 ,1 ,20 ,0 ,18 ,2 ,20,447 , 0 
481.444,10,243 ,14 ,592 ,0 ,0 ,5 ,3 ,0 ,3 ,0 ,11 ,0 ,6 ,0 ,6,218 , 0 
481.482,12,243 ,5 ,768 ,0 ,0 ,6 ,4 ,1 ,5 ,1 ,17 ,0 ,10 ,3 ,13,425 , 0 
481.596,9,250 ,7 ,1429 ,0 ,0 ,6 ,1 ,2 ,2 ,0 ,11 ,0 ,14 ,13 ,27,305 , 0 
481.603,5,250 ,19 ,512 ,0 ,0 ,8 ,2 ,7 ,4 ,5 ,26 ,0 ,16 ,19 ,35,466 , 0 
481.606,19,250 ,1 ,256 ,0 ,0 ,6 ,3 ,2 ,6 ,3 ,20 ,0 ,17 ,9 ,26,419 , 0 
481.696,17,250 ,6 ,978 ,0 ,0 ,7 ,1 ,5 ,3 ,2 ,18 ,0 ,11 ,10 ,21,418 , 0 
481.786,3,243 ,1 ,256 ,0 ,0 ,5 ,2 ,0 ,5 ,0 ,12 ,0 ,7 ,0 ,7,282 , 0 
481.813,13,250 ,1 ,256 ,0 ,0 ,6 ,3 ,2 ,4 ,2 ,17 ,0 ,12 ,5 ,17,317 , 0 
600.96,8,33 ,1 ,256 ,0 ,0 ,19 ,11 ,5 ,10 ,3 ,48 ,0 ,46 ,11 ,57,486 , 0 
601.078,11,34 ,5 ,768 ,0 ,0 ,23 ,1 ,0 ,2 ,1 ,27 ,0 ,70 ,2 ,72,608 , 0 
601.123,2,33 ,1 ,256 ,0 ,0 ,19 ,5 ,5 ,7 ,2 ,38 ,0 ,69 ,11 ,80,542 , 0 
601.138,6,33 ,2 ,512 ,0 ,0 ,21 ,4 ,1 ,2 ,1 ,29 ,0 ,54 ,4 ,58,774 , 0 
601.214,18,33 ,19 ,512 ,0 ,0 ,18 ,4 ,2 ,7 ,1 ,32 ,0 ,46 ,6 ,52,594 , 0 
601.289,7,39 ,16 ,65535 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,0 ,44 ,0 ,44,456 , 1 
601.303,4,33 ,8 ,512 ,0 ,0 ,18 ,8 ,1 ,8 ,1 ,36 ,0 ,30 ,3 ,33,538 , 0 
601.342,14,33 ,1 ,256 ,0 ,0 ,18 ,8 ,2 ,11 ,1 ,40 ,0 ,51 ,6 ,57,532 , 0 
601.35,15,34 ,11 ,1132 ,0 ,0 ,20 ,0 ,0 ,1 ,0 ,21 ,0 ,48 ,0 ,48,540 , 0 
601.36,20,33 ,5 ,793 ,0 ,0 ,20 ,2 ,0 ,3 ,0 ,25 ,0 ,44 ,0 ,44,560 , 0 
601.36,16,32 ,2 ,512 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,50 ,0 ,50,671 , 0 
601.453,10,33 ,14 ,557 ,0 ,0 ,17 ,3 ,0 ,7 ,0 ,27 ,0 ,32 ,0 ,32,492 , 0 
601.482,12,33 ,5 ,793 ,0 ,0 ,22 ,3 ,0 ,7 ,0 ,32 ,0 ,58 ,0 ,58,557 , 0 
601.596,9,33 ,5 ,793 ,0 ,0 ,21 ,1 ,0 ,2 ,0 ,24 ,0 ,63 ,0 ,63,598 , 0 
601.603,5,33 ,13 ,512 ,0 ,0 ,23 ,4 ,5 ,8 ,2 ,42 ,0 ,84 ,13 ,97,869 , 0 
601.607,19,33 ,1 ,256 ,0 ,0 ,19 ,7 ,10 ,10 ,6 ,52 ,0 ,75 ,20 ,95,573 , 0 
601.696,17,32 ,6 ,3072 ,0 ,0 ,20 ,0 ,0 ,1 ,0 ,21 ,0 ,40 ,0 ,40,430 , 0 
601.771,13,33 ,1 ,256 ,0 ,0 ,18 ,6 ,7 ,12 ,2 ,45 ,0 ,58 ,12 ,70,594 , 0 
601.787,3,33 ,1 ,256 ,0 ,0 ,18 ,11 ,0 ,10 ,0 ,39 ,0 ,39 ,0 ,39,411 , 0 
720.96,8,75 ,1 ,256 ,0 ,0 ,20 ,8 ,3 ,13 ,2 ,46 ,0 ,44 ,6 ,50,775 , 0 
721.078,11,76 ,5 ,768 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,0 ,77 ,0 ,77,568 , 0 
721.123,2,76 ,1 ,256 ,0 ,0 ,18 ,3 ,1 ,8 ,0 ,30 ,0 ,67 ,12 ,79,786 , 0 
721.138,6,76 ,2 ,534 ,0 ,0 ,20 ,0 ,0 ,3 ,0 ,23 ,0 ,43 ,0 ,43,682 , 0 
721.214,18,74 ,19 ,512 ,0 ,0 ,20 ,4 ,1 ,9 ,0 ,34 ,0 ,60 ,5 ,65,718 , 0 
721.236,4,74 ,0 ,0 ,0 ,0 ,17 ,7 ,0 ,11 ,0 ,35 ,0 ,41 ,3 ,44,1033 , 0 
721.289,7,81 ,16 ,65535 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,0 ,51 ,0 ,51,419 , 1 
721.338,14,76 ,1 ,256 ,0 ,0 ,18 ,7 ,2 ,12 ,2 ,41 ,0 ,52 ,12 ,64,730 , 0 
721.35,15,78 ,11 ,1132 ,0 ,0 ,23 ,0 ,0 ,0 ,0 ,23 ,0 ,52 ,0 ,52,440 , 0 
721.36,20,74 ,5 ,793 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,0 ,43 ,0 ,43,564 , 0 
721.36,16,76 ,2 ,512 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,0 ,54 ,0 ,54,657 , 0 
721.444,10,76 ,14 ,512 ,0 ,0 ,17 ,4 ,0 ,6 ,0 ,27 ,0 ,28 ,1 ,29,568 , 0 
721.482,12,78 ,18 ,768 ,0 ,0 ,20 ,1 ,0 ,1 ,0 ,22 ,0 ,56 ,0 ,56,698 , 0 
721.596,9,78 ,5 ,793 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,0 ,67 ,0 ,67,536 , 0 
721.603,5,78 ,19 ,512 ,0 ,0 ,22 ,2 ,0 ,5 ,0 ,29 ,0 ,92 ,0 ,92,932 , 0 
721.607,19,75 ,1 ,256 ,0 ,0 ,19 ,5 ,7 ,9 ,4 ,44 ,0 ,78 ,33 ,111,901 , 0 
721.696,17,76 ,6 ,3072 ,0 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,0 ,43 ,0 ,43,610 , 0 
721.771,13,76 ,1 ,256 ,0 ,0 ,17 ,6 ,0 ,9 ,1 ,33 ,0 ,59 ,2 ,61,699 , 0 
721.848,3,75 ,1 ,256 ,0 ,0 ,17 ,12 ,0 ,12 ,0 ,41 ,0 ,37 ,1 ,38,603 , 0 
840.96,8,83 ,1 ,256 ,0 ,0 ,10 ,4 ,1 ,5 ,0 ,20 ,0 ,21 ,2 ,23,703 , 0 
841.078,11,83 ,12 ,1104 ,0 ,0 ,16 ,8 ,11 ,4 ,3 ,42 ,0 ,43 ,18 ,61,1218 , 0 
841.123,2,83 ,1 ,256 ,0 ,0 ,9 ,1 ,19 ,3 ,5 ,37 ,0 ,25 ,26 ,51,994 , 0 
841.138,6,83 ,2 ,572 ,0 ,0 ,8 ,2 ,1 ,1 ,1 ,13 ,0 ,19 ,2 ,21,1118 , 0 
841.214,18,83 ,19 ,512 ,0 ,0 ,12 ,5 ,21 ,4 ,0 ,42 ,0 ,25 ,25 ,50,1266 , 0 
841.236,4,83 ,8 ,537 ,0 ,0 ,13 ,6 ,0 ,5 ,0 ,24 ,0 ,15 ,0 ,15,937 , 0 
841.289,7,83 ,15 ,1643 ,0 ,0 ,13 ,5 ,0 ,3 ,0 ,21 ,0 ,27 ,1 ,28,951 , 0 
841.337,14,83 ,1 ,256 ,0 ,0 ,8 ,3 ,2 ,3 ,0 ,16 ,0 ,20 ,4 ,24,738 , 0 
841.35,15,83 ,11 ,1302 ,0 ,0 ,13 ,9 ,1 ,4 ,0 ,27 ,0 ,33 ,3 ,36,1241 , 0 
841.36,20,83 ,5 ,1111 ,0 ,0 ,15 ,5 ,1 ,6 ,1 ,28 ,0 ,27 ,4 ,31,1166 , 0 
841.36,16,83 ,2 ,512 ,0 ,0 ,9 ,1 ,6 ,0 ,1 ,17 ,0 ,27 ,8 ,35,1194 , 0 
841.444,10,83 ,14 ,698 ,0 ,0 ,10 ,3 ,0 ,2 ,0 ,15 ,0 ,10 ,0 ,10,731 , 0 
841.482,12,83 ,18 ,840 ,0 ,0 ,13 ,7 ,10 ,3 ,0 ,33 ,0 ,31 ,13 ,44,1153 , 0 
841.596,9,83 ,11 ,1302 ,0 ,0 ,15 ,8 ,2 ,7 ,2 ,34 ,0 ,35 ,5 ,40,1287 , 0 
841.603,5,83 ,18 ,840 ,0 ,0 ,13 ,7 ,20 ,4 ,7 ,51 ,0 ,43 ,30 ,73,1688 , 0 
841.607,19,83 ,1 ,256 ,0 ,0 ,10 ,1 ,22 ,4 ,1 ,38 ,0 ,33 ,26 ,59,839 , 0 
841.697,17,83 ,16 ,1426 ,0 ,0 ,11 ,4 ,2 ,2 ,1 ,20 ,0 ,15 ,3 ,18,918 , 0 
841.771,13,83 ,1 ,256 ,0 ,0 ,9 ,1 ,0 ,2 ,0 ,12 ,0 ,21 ,0 ,21,820 , 0 
841.787,3,83 ,1 ,256 ,0 ,0 ,10 ,5 ,0 ,4 ,0 ,19 ,0 ,12 ,0 ,12,604 , 0 
960.96,8,83 ,1 ,256 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,8 ,2 ,10,852 , 0 
961.078,11,83 ,5 ,768 ,0 ,0 ,4 ,3 ,4 ,4 ,2 ,17 ,0 ,12 ,7 ,19,721 , 0 
961.123,2,83 ,1 ,256 ,0 ,0 ,2 ,1 ,4 ,1 ,0 ,8 ,0 ,7 ,4 ,11,868 , 0 
961.137,6,83 ,2 ,526 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,7 ,0 ,7,769 , 0 
961.214,18,83 ,19 ,512 ,0 ,0 ,3 ,2 ,12 ,1 ,3 ,21 ,0 ,11 ,19 ,30,981 , 0 
961.235,4,83 ,8 ,527 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,6 ,0 ,7 ,0 ,7,1127 , 0 
961.289,7,83 ,16 ,1300 ,0 ,0 ,7 ,1 ,0 ,1 ,0 ,9 ,0 ,7 ,0 ,7,528 , 0 
961.337,14,83 ,1 ,256 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,6 ,1 ,7,814 , 0 
961.35,15,83 ,11 ,1050 ,0 ,0 ,2 ,2 ,0 ,1 ,1 ,6 ,0 ,12 ,1 ,13,531 , 0 
961.359,20,83 ,5 ,768 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,5 ,0 ,8 ,0 ,8,653 , 0 
961.36,16,83 ,2 ,526 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,10 ,3 ,13,765 , 0 
961.443,10,83 ,14 ,679 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,639 , 0 
961.482,12,83 ,5 ,768 ,0 ,0 ,4 ,2 ,6 ,2 ,2 ,16 ,0 ,12 ,11 ,23,922 , 0 
961.595,9,83 ,5 ,768 ,0 ,0 ,5 ,3 ,0 ,1 ,0 ,9 ,0 ,14 ,0 ,14,670 , 0 
961.606,5,83 ,13 ,512 ,0 ,0 ,5 ,3 ,4 ,4 ,1 ,17 ,0 ,15 ,6 ,21,1126 , 0 
961.607,19,83 ,1 ,256 ,0 ,0 ,3 ,0 ,14 ,2 ,3 ,22 ,0 ,14 ,18 ,32,1015 , 0 
961.696,17,83 ,16 ,1300 ,0 ,0 ,3 ,1 ,0 ,1 ,0 ,5 ,0 ,7 ,0 ,7,693 , 0 
961.771,13,83 ,1 ,256 ,0 ,0 ,3 ,1 ,3 ,0 ,1 ,8 ,0 ,8 ,4 ,12,789 , 0 
961.786,3,83 ,1 ,256 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,5 ,0 ,5,672 , 0 
1080.96,8,83 ,1 ,256 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,781 , 0 
1081.078,11,83 ,5 ,768 ,0 ,0 ,5 ,3 ,4 ,1 ,0 ,13 ,0 ,11 ,4 ,15,1329 , 0 
1081.123,2,83 ,1 ,256 ,0 ,0 ,2 ,1 ,4 ,0 ,0 ,7 ,0 ,8 ,4 ,12,1090 , 0 
1081.138,6,83 ,2 ,519 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,6 ,0 ,6,1205 , 0 
1081.214,18,83 ,19 ,512 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,5 ,0 ,7 ,0 ,7,1348 , 0 
1081.235,4,83 ,8 ,527 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,1024 , 0 
1081.289,7,83 ,16 ,1169 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,7 ,0 ,7,1020 , 0 
1081.337,14,83 ,1 ,256 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,5 ,1 ,6,817 , 0 
1081.35,15,83 ,11 ,1032 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,6 ,0 ,8 ,0 ,8,1334 , 0 
1081.36,20,83 ,5 ,768 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,6 ,0 ,13 ,0 ,13,1264 , 0 
1081.36,16,83 ,2 ,526 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,7 ,3 ,10,1292 , 0 
1081.443,10,83 ,14 ,620 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,802 , 0 
1081.481,12,83 ,5 ,768 ,0 ,0 ,5 ,3 ,0 ,1 ,0 ,9 ,0 ,8 ,0 ,8,1265 , 0 
1081.596,9,83 ,5 ,768 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,8 ,0 ,10 ,0 ,10,1393 , 0 
1081.603,5,83 ,13 ,512 ,0 ,0 ,5 ,0 ,17 ,0 ,0 ,22 ,0 ,13 ,19 ,32,1862 , 0 
1081.606,19,83 ,1 ,256 ,0 ,0 ,1 ,1 ,0 ,2 ,0 ,4 ,0 ,8 ,2 ,10,948 , 0 
1081.696,17,83 ,16 ,1095 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,4 ,0 ,5 ,0 ,5,992 , 0 
1081.771,13,83 ,1 ,256 ,0 ,0 ,1 ,1 ,17 ,0 ,0 ,19 ,0 ,7 ,17 ,24,908 , 0 
1081.786,3,83 ,1 ,256 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,676 , 0 
1200.96,8,83 ,1 ,256 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2,929 , 0 
1201.078,11,83 ,5 ,798 ,0 ,0 ,1 ,3 ,24 ,1 ,2 ,31 ,0 ,15 ,28 ,43,979 , 0 
1201.123,2,83 ,1 ,256 ,0 ,0 ,6 ,0 ,0 ,2 ,3 ,11 ,0 ,11 ,3 ,14,1079 , 0 
1201.138,6,83 ,16 ,637 ,0 ,0 ,5 ,3 ,0 ,1 ,0 ,9 ,0 ,12 ,0 ,12,942 , 0 
1201.214,18,83 ,19 ,512 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5,1084 , 0 
1201.235,4,83 ,8 ,520 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,1237 , 0 
1201.29,7,83 ,16 ,637 ,0 ,0 ,11 ,6 ,89 ,7 ,1 ,114 ,0 ,25 ,103 ,128,1416 , 0 
1201.337,14,83 ,1 ,256 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,7 ,1 ,8,943 , 0 
1201.35,15,83 ,9 ,300 ,0 ,0 ,8 ,9 ,0 ,1 ,0 ,18 ,0 ,17 ,0 ,17,816 , 0 
1201.359,20,83 ,5 ,798 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,4 ,0 ,3 ,0 ,3,874 , 0 
1201.361,16,83 ,9 ,300 ,0 ,0 ,10 ,7 ,90 ,3 ,1 ,111 ,0 ,26 ,100 ,126,1647 , 0 
1201.443,10,83 ,14 ,599 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,5 ,0 ,5,705 , 0 
1201.481,12,83 ,5 ,794 ,0 ,0 ,2 ,3 ,0 ,0 ,0 ,5 ,0 ,4 ,0 ,4,1071 , 0 
1201.597,9,83 ,7 ,841 ,0 ,0 ,10 ,7 ,122 ,6 ,0 ,145 ,0 ,17 ,143 ,160,1790 , 1 
1201.603,5,83 ,9 ,300 ,0 ,0 ,6 ,7 ,31 ,2 ,3 ,49 ,0 ,12 ,35 ,47,1814 , 0 
1201.606,19,83 ,1 ,256 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,7 ,0 ,7,1132 , 0 
1201.696,17,83 ,16 ,637 ,0 ,0 ,7 ,5 ,0 ,2 ,0 ,14 ,0 ,20 ,2 ,22,1048 , 0 
1201.786,3,83 ,1 ,256 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,760 , 0 
1201.908,13,83 ,1 ,256 ,0 ,0 ,2 ,0 ,1 ,2 ,2 ,7 ,0 ,6 ,3 ,9,999 , 0 
1320.96,8,83 ,1 ,256 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,859 , 0 
1321.078,11,83 ,5 ,774 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,6 ,0 ,20 ,2 ,22,1516 , 0 
1321.123,2,83 ,1 ,256 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,3 ,0 ,10 ,0 ,10,1264 , 0 
1321.138,6,83 ,16 ,649 ,0 ,0 ,4 ,6 ,0 ,0 ,0 ,10 ,0 ,11 ,0 ,11,1482 , 0 
